DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,Level1Count,Level1Percentage,Level2Count,Level2Percentage,Level3Count,Level3Percentage,Level4Count,Level4Percentage,Level3And4Count,Level3And4Percentage
01M015,P.S. 015 ROBERTO CLEMENTE,3,2013,All Students,27,278,16,59.3,11,40.7,0,0,0,0,0,0
01M015,P.S. 015 ROBERTO CLEMENTE,3,2014,All Students,18,286,6,33.3,9,50,2,11.1,1,5.6,3,16.7
01M015,P.S. 015 ROBERTO CLEMENTE,3,2015,All Students,17,280,10,58.8,4,23.5,2,11.8,1,5.9,3,17.6
01M015,P.S. 015 ROBERTO CLEMENTE,4,2013,All Students,20,277,12,60,6,30,1,5,1,5,2,10
01M015,P.S. 015 ROBERTO CLEMENTE,4,2014,All Students,24,282,9,37.5,14,58.3,1,4.2,0,0,1,4.2
01M015,P.S. 015 ROBERTO CLEMENTE,4,2015,All Students,17,281,8,47.1,7,41.2,2,11.8,0,0,2,11.8
01M015,P.S. 015 ROBERTO CLEMENTE,5,2013,All Students,24,274,17,70.8,6,25,1,4.2,0,0,1,4.2
01M015,P.S. 015 ROBERTO CLEMENTE,5,2014,All Students,21,266,17,81,2,9.5,1,4.8,1,4.8,2,9.5
01M015,P.S. 015 ROBERTO CLEMENTE,5,2015,All Students,24,275,16,66.7,6,25,2,8.3,0,0,2,8.3
01M015,P.S. 015 ROBERTO CLEMENTE,All Grades,2013,All Students,71,276,45,63.4,23,32.4,2,2.8,1,1.4,3,4.2
01M015,P.S. 015 ROBERTO CLEMENTE,All Grades,2014,All Students,63,278,32,50.8,25,39.7,4,6.3,2,3.2,6,9.5
01M015,P.S. 015 ROBERTO CLEMENTE,All Grades,2015,All Students,58,278,34,58.6,17,29.3,6,10.3,1,1.7,7,12.1
01M019,P.S. 019 ASHER LEVY,3,2013,All Students,36,311,8,22.2,10,27.8,10,27.8,8,22.2,18,50
01M019,P.S. 019 ASHER LEVY,3,2014,All Students,35,311,8,22.9,10,28.6,11,31.4,6,17.1,17,48.6
